snapshot_id,snapshot_timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,takt_time,standard_cycle_time,station_capacity,configuration_status
MS001118,2026-08-26 05:33:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001119,2026-08-26 05:33:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001120,2026-08-26 05:33:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001121,2026-08-26 05:33:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001122,2026-08-26 05:33:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001123,2026-08-26 05:33:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001124,2026-08-26 05:33:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001125,2026-08-26 05:33:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001126,2026-08-26 05:33:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001127,2026-08-26 05:33:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001128,2026-08-26 05:33:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001129,2026-08-26 05:34:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001130,2026-08-26 05:34:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001131,2026-08-26 05:34:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001132,2026-08-26 05:34:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001133,2026-08-26 05:34:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001134,2026-08-26 05:34:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001135,2026-08-26 05:34:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001136,2026-08-26 05:34:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001137,2026-08-26 05:34:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001138,2026-08-26 05:34:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001139,2026-08-26 05:34:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001140,2026-08-26 05:34:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001141,2026-08-26 05:35:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001142,2026-08-26 05:35:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001143,2026-08-26 05:35:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001144,2026-08-26 05:35:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001145,2026-08-26 05:35:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001146,2026-08-26 05:35:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001147,2026-08-26 05:35:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001148,2026-08-26 05:35:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001149,2026-08-26 05:35:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001150,2026-08-26 05:35:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001151,2026-08-26 05:35:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001152,2026-08-26 05:35:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001153,2026-08-26 05:36:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001154,2026-08-26 05:36:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001155,2026-08-26 05:36:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001156,2026-08-26 05:36:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001157,2026-08-26 05:36:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001158,2026-08-26 05:36:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001159,2026-08-26 05:36:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001160,2026-08-26 05:36:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001161,2026-08-26 05:36:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001162,2026-08-26 05:36:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001163,2026-08-26 05:36:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001164,2026-08-26 05:36:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001165,2026-08-26 05:37:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001166,2026-08-26 05:37:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001167,2026-08-26 05:37:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001168,2026-08-26 05:37:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001169,2026-08-26 05:37:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001170,2026-08-26 05:37:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001171,2026-08-26 05:37:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001172,2026-08-26 05:37:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001173,2026-08-26 05:37:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001174,2026-08-26 05:37:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001175,2026-08-26 05:37:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001176,2026-08-26 05:37:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001177,2026-08-26 05:38:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001178,2026-08-26 05:38:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001179,2026-08-26 05:38:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001180,2026-08-26 05:38:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001181,2026-08-26 05:38:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001182,2026-08-26 05:38:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001183,2026-08-26 05:38:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001184,2026-08-26 05:38:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001185,2026-08-26 05:38:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001186,2026-08-26 05:38:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001187,2026-08-26 05:38:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001188,2026-08-26 05:38:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001189,2026-08-26 05:39:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001190,2026-08-26 05:39:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001191,2026-08-26 05:39:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001192,2026-08-26 05:39:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001193,2026-08-26 05:39:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001194,2026-08-26 05:39:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001195,2026-08-26 05:39:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001196,2026-08-26 05:39:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001197,2026-08-26 05:39:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001198,2026-08-26 05:39:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001199,2026-08-26 05:39:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001200,2026-08-26 05:39:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001201,2026-08-26 05:40:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001202,2026-08-26 05:40:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001203,2026-08-26 05:40:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001204,2026-08-26 05:40:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001205,2026-08-26 05:40:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001206,2026-08-26 05:40:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001207,2026-08-26 05:40:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001208,2026-08-26 05:40:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001209,2026-08-26 05:40:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001210,2026-08-26 05:40:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001211,2026-08-26 05:40:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001212,2026-08-26 05:40:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001213,2026-08-26 05:41:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001214,2026-08-26 05:41:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001215,2026-08-26 05:41:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001216,2026-08-26 05:41:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001217,2026-08-26 05:41:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001218,2026-08-26 05:41:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001219,2026-08-26 05:41:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001220,2026-08-26 05:41:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001221,2026-08-26 05:41:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001222,2026-08-26 05:41:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001223,2026-08-26 05:41:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001224,2026-08-26 05:41:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001225,2026-08-26 05:42:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001226,2026-08-26 05:42:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001227,2026-08-26 05:42:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001228,2026-08-26 05:42:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001229,2026-08-26 05:42:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001230,2026-08-26 05:42:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001231,2026-08-26 05:42:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001232,2026-08-26 05:42:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001233,2026-08-26 05:42:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001234,2026-08-26 05:42:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001235,2026-08-26 05:42:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001236,2026-08-26 05:42:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001237,2026-08-26 05:43:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001238,2026-08-26 05:43:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001239,2026-08-26 05:43:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001240,2026-08-26 05:43:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001241,2026-08-26 05:43:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001242,2026-08-26 05:43:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001243,2026-08-26 05:43:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001244,2026-08-26 05:43:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001245,2026-08-26 05:43:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001246,2026-08-26 05:43:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001247,2026-08-26 05:43:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001248,2026-08-26 05:43:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001249,2026-08-26 05:44:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001250,2026-08-26 05:44:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001251,2026-08-26 05:44:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001252,2026-08-26 05:44:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001253,2026-08-26 05:44:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001254,2026-08-26 05:44:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001255,2026-08-26 05:44:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001256,2026-08-26 05:44:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001257,2026-08-26 05:44:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001258,2026-08-26 05:44:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001259,2026-08-26 05:44:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001260,2026-08-26 05:44:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001261,2026-08-26 05:45:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001262,2026-08-26 05:45:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001263,2026-08-26 05:45:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001264,2026-08-26 05:45:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001265,2026-08-26 05:45:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001266,2026-08-26 05:45:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001267,2026-08-26 05:45:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001268,2026-08-26 05:45:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001269,2026-08-26 05:45:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001270,2026-08-26 05:45:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001271,2026-08-26 05:45:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001272,2026-08-26 05:45:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001273,2026-08-26 05:46:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001274,2026-08-26 05:46:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001275,2026-08-26 05:46:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001276,2026-08-26 05:46:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001277,2026-08-26 05:46:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001278,2026-08-26 05:46:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001279,2026-08-26 05:46:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001280,2026-08-26 05:46:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001281,2026-08-26 05:46:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001282,2026-08-26 05:46:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001283,2026-08-26 05:46:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001284,2026-08-26 05:46:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001285,2026-08-26 05:47:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001286,2026-08-26 05:47:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001287,2026-08-26 05:47:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001288,2026-08-26 05:47:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001289,2026-08-26 05:47:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001290,2026-08-26 05:47:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001291,2026-08-26 05:47:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001292,2026-08-26 05:47:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001293,2026-08-26 05:47:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001294,2026-08-26 05:47:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001295,2026-08-26 05:47:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001296,2026-08-26 05:47:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001297,2026-08-26 05:48:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001298,2026-08-26 05:48:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001299,2026-08-26 05:48:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001300,2026-08-26 05:48:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001301,2026-08-26 05:48:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001302,2026-08-26 05:48:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001303,2026-08-26 05:48:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001304,2026-08-26 05:48:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001305,2026-08-26 05:48:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001306,2026-08-26 05:48:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001307,2026-08-26 05:48:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001308,2026-08-26 05:48:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001309,2026-08-26 05:49:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001310,2026-08-26 05:49:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001311,2026-08-26 05:49:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001312,2026-08-26 05:49:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001313,2026-08-26 05:49:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001314,2026-08-26 05:49:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001315,2026-08-26 05:49:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001316,2026-08-26 05:49:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001317,2026-08-26 05:49:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001318,2026-08-26 05:49:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001319,2026-08-26 05:49:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001320,2026-08-26 05:49:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001321,2026-08-26 05:50:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001322,2026-08-26 05:50:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001323,2026-08-26 05:50:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001324,2026-08-26 05:50:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001325,2026-08-26 05:50:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001326,2026-08-26 05:50:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001327,2026-08-26 05:50:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001328,2026-08-26 05:50:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001329,2026-08-26 05:50:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001330,2026-08-26 05:50:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001331,2026-08-26 05:50:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001332,2026-08-26 05:50:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001333,2026-08-26 05:51:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001334,2026-08-26 05:51:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001335,2026-08-26 05:51:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001336,2026-08-26 05:51:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001337,2026-08-26 05:51:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001338,2026-08-26 05:51:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001339,2026-08-26 05:51:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001340,2026-08-26 05:51:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001341,2026-08-26 05:51:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001342,2026-08-26 05:51:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001343,2026-08-26 05:51:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001344,2026-08-26 05:51:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001345,2026-08-26 05:52:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001346,2026-08-26 05:52:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001347,2026-08-26 05:52:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001348,2026-08-26 05:52:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001349,2026-08-26 05:52:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001350,2026-08-26 05:52:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001351,2026-08-26 05:52:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001352,2026-08-26 05:52:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001353,2026-08-26 05:52:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001354,2026-08-26 05:52:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001355,2026-08-26 05:52:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001356,2026-08-26 05:52:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001357,2026-08-26 05:53:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001358,2026-08-26 05:53:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001359,2026-08-26 05:53:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001360,2026-08-26 05:53:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001361,2026-08-26 05:53:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001362,2026-08-26 05:53:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001363,2026-08-26 05:53:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001364,2026-08-26 05:53:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001365,2026-08-26 05:53:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001366,2026-08-26 05:53:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001367,2026-08-26 05:53:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001368,2026-08-26 05:53:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001369,2026-08-26 05:54:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001370,2026-08-26 05:54:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001371,2026-08-26 05:54:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001372,2026-08-26 05:54:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001373,2026-08-26 05:54:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001374,2026-08-26 05:54:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001375,2026-08-26 05:54:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001376,2026-08-26 05:54:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001377,2026-08-26 05:54:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001378,2026-08-26 05:54:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001379,2026-08-26 05:54:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001380,2026-08-26 05:54:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001381,2026-08-26 05:55:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001382,2026-08-26 05:55:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001383,2026-08-26 05:55:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001384,2026-08-26 05:55:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001385,2026-08-26 05:55:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS001386,2026-08-26 05:55:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS001387,2026-08-26 05:55:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS001388,2026-08-26 05:55:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS001389,2026-08-26 05:55:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS001390,2026-08-26 05:55:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS001391,2026-08-26 05:55:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS001392,2026-08-26 05:55:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS001393,2026-08-26 05:56:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS001394,2026-08-26 05:56:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS001395,2026-08-26 05:56:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS001396,2026-08-26 05:56:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS001397,2026-08-26 05:56:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
